work_date,week_start,month,shift,department,orders_picked,accurate_orders,units_picked,labor_hours,quality_defects,safety_incidents
2025-10-12,2025-10-06,2025-10,Day,Ship,5181,5131,16580,148.6,61,0
2025-10-12,2025-10-06,2025-10,Night,Ship,3655,3639,11696,114.9,33,0
2025-10-12,2025-10-06,2025-10,Day,Returns,3474,3408,11117,144.0,63,0
2025-10-12,2025-10-06,2025-10,Night,Returns,2658,2598,8506,137.1,74,0
2025-10-13,2025-10-13,2025-10,Day,Inbound,3847,3784,12310,124.4,41,0
2025-10-13,2025-10-13,2025-10,Night,Inbound,2827,2777,9046,122.4,32,0
2025-10-13,2025-10-13,2025-10,Day,Pick,3927,3886,12567,105.5,39,0
2025-10-13,2025-10-13,2025-10,Night,Pick,4345,4328,13903,127.7,43,0
2025-10-13,2025-10-13,2025-10,Day,Pack,7051,7015,22563,167.2,64,0
2025-10-13,2025-10-13,2025-10,Night,Pack,3849,3830,12316,100.8,23,0
2025-10-13,2025-10-13,2025-10,Day,Ship,5004,4980,16012,153.3,61,0
2025-10-13,2025-10-13,2025-10,Night,Ship,4453,4420,14250,161.0,33,0
2025-10-13,2025-10-13,2025-10,Day,Returns,2599,2554,8318,122.9,79,0
2025-10-13,2025-10-13,2025-10,Night,Returns,3022,2953,9669,151.0,131,0
2025-10-14,2025-10-13,2025-10,Day,Inbound,3074,3056,9836,114.1,37,0
2025-10-14,2025-10-13,2025-10,Night,Inbound,4400,4347,14080,146.2,47,0
2025-10-14,2025-10-13,2025-10,Day,Pick,4570,4534,14625,144.3,51,0
2025-10-14,2025-10-13,2025-10,Night,Pick,5257,5222,16823,155.3,56,0
2025-10-14,2025-10-13,2025-10,Day,Pack,6925,6850,22161,156.0,58,0
2025-10-14,2025-10-13,2025-10,Night,Pack,4946,4913,15828,123.6,41,0
2025-10-14,2025-10-13,2025-10,Day,Ship,3540,3540,11329,123.6,29,0
2025-10-14,2025-10-13,2025-10,Night,Ship,3296,3259,10546,100.5,28,0
2025-10-14,2025-10-13,2025-10,Day,Returns,2603,2546,8329,112.2,84,0
2025-10-14,2025-10-13,2025-10,Night,Returns,3198,3156,10235,173.6,74,0
2025-10-15,2025-10-13,2025-10,Day,Inbound,4425,4390,14159,147.4,35,0
2025-10-15,2025-10-13,2025-10,Night,Inbound,4000,3953,12799,156.8,32,0
2025-10-15,2025-10-13,2025-10,Day,Pick,4434,4398,14188,120.9,32,0
2025-10-15,2025-10-13,2025-10,Night,Pick,4144,4113,13262,138.1,40,0
2025-10-15,2025-10-13,2025-10,Day,Pack,5135,5073,16431,104.2,44,0
2025-10-15,2025-10-13,2025-10,Night,Pack,4652,4601,14885,107.5,59,0
2025-10-15,2025-10-13,2025-10,Day,Ship,5078,5047,16251,161.3,54,0
2025-10-15,2025-10-13,2025-10,Night,Ship,5219,5177,16700,152.9,52,0
2025-10-15,2025-10-13,2025-10,Day,Returns,3469,3398,11102,138.6,116,0
2025-10-15,2025-10-13,2025-10,Night,Returns,1962,1928,6278,106.8,48,0
2025-10-16,2025-10-13,2025-10,Day,Inbound,3190,3136,10208,111.8,36,0
2025-10-16,2025-10-13,2025-10,Night,Inbound,2733,2694,8745,98.5,33,0
2025-10-16,2025-10-13,2025-10,Day,Pick,5946,5924,19026,156.0,83,0
2025-10-16,2025-10-13,2025-10,Night,Pick,3807,3807,12183,118.7,34,0
2025-10-16,2025-10-13,2025-10,Day,Pack,6967,6930,22293,167.0,54,0
2025-10-16,2025-10-13,2025-10,Night,Pack,5745,5677,18384,146.7,57,0
2025-10-16,2025-10-13,2025-10,Day,Ship,3393,3381,10857,95.3,47,0
2025-10-16,2025-10-13,2025-10,Night,Ship,5158,5106,16505,175.6,49,0
2025-10-16,2025-10-13,2025-10,Day,Returns,1932,1898,6181,91.5,74,0
2025-10-16,2025-10-13,2025-10,Night,Returns,2101,2058,6722,98.2,51,0
2025-10-17,2025-10-13,2025-10,Day,Inbound,3178,3155,10170,105.4,38,1
2025-10-17,2025-10-13,2025-10,Night,Inbound,3985,3982,12753,142.4,58,0
2025-10-17,2025-10-13,2025-10,Day,Pick,5319,5269,17020,133.4,52,0
2025-10-17,2025-10-13,2025-10,Night,Pick,5024,4988,16077,144.4,50,0
2025-10-17,2025-10-13,2025-10,Day,Pack,6250,6243,20000,121.6,64,0
2025-10-17,2025-10-13,2025-10,Night,Pack,5271,5255,16867,131.9,41,0
2025-10-17,2025-10-13,2025-10,Day,Ship,4446,4421,14227,120.7,43,0
2025-10-17,2025-10-13,2025-10,Night,Ship,3642,3631,11654,109.8,47,0
2025-10-17,2025-10-13,2025-10,Day,Returns,3313,3236,10602,140.8,106,1
2025-10-17,2025-10-13,2025-10,Night,Returns,2858,2796,9146,143.8,113,0
2025-10-18,2025-10-13,2025-10,Day,Inbound,3923,3885,12554,127.5,46,0
2025-10-18,2025-10-13,2025-10,Night,Inbound,2508,2463,8025,82.5,23,0
2025-10-18,2025-10-13,2025-10,Day,Pick,5423,5370,17355,140.0,56,0
2025-10-18,2025-10-13,2025-10,Night,Pick,4895,4842,15664,145.2,49,0
2025-10-18,2025-10-13,2025-10,Day,Pack,3680,3653,11775,84.0,30,0
2025-10-18,2025-10-13,2025-10,Night,Pack,5710,5669,18271,146.5,49,0
2025-10-18,2025-10-13,2025-10,Day,Ship,2939,2927,9404,84.1,21,0
2025-10-18,2025-10-13,2025-10,Night,Ship,2850,2823,9120,80.6,20,0
2025-10-18,2025-10-13,2025-10,Day,Returns,2776,2718,8883,135.1,82,0
2025-10-18,2025-10-13,2025-10,Night,Returns,1687,1650,5397,85.2,61,0
2025-10-19,2025-10-13,2025-10,Day,Inbound,2978,2958,9531,100.0,25,0
2025-10-19,2025-10-13,2025-10,Night,Inbound,2566,2561,8211,95.7,15,0
2025-10-19,2025-10-13,2025-10,Day,Pick,4726,4714,15123,138.9,49,0
2025-10-19,2025-10-13,2025-10,Night,Pick,3334,3334,10670,108.1,27,0
2025-10-19,2025-10-13,2025-10,Day,Pack,4183,4172,13385,96.9,30,0
2025-10-19,2025-10-13,2025-10,Night,Pack,3738,3727,11960,96.7,38,0
2025-10-19,2025-10-13,2025-10,Day,Ship,3232,3201,10342,103.1,37,0
2025-10-19,2025-10-13,2025-10,Night,Ship,2670,2654,8543,97.5,23,0
2025-10-19,2025-10-13,2025-10,Day,Returns,2841,2790,9092,137.2,105,0
2025-10-19,2025-10-13,2025-10,Night,Returns,1864,1823,5966,92.5,74,0
2025-10-20,2025-10-20,2025-10,Day,Inbound,2705,2669,8657,98.3,36,0
2025-10-20,2025-10-20,2025-10,Night,Inbound,3708,3696,11867,141.6,31,0
2025-10-20,2025-10-20,2025-10,Day,Pick,5871,5843,18787,144.0,57,0
2025-10-20,2025-10-20,2025-10,Night,Pick,3264,3251,10444,98.4,50,0
2025-10-20,2025-10-20,2025-10,Day,Pack,5533,5527,17707,136.4,23,0
2025-10-20,2025-10-20,2025-10,Night,Pack,5752,5730,18406,148.3,44,0
2025-10-20,2025-10-20,2025-10,Day,Ship,3209,3190,10268,92.7,24,0
2025-10-20,2025-10-20,2025-10,Night,Ship,4050,4006,12960,126.1,39,0
2025-10-20,2025-10-20,2025-10,Day,Returns,3159,3112,10108,143.8,75,0
2025-10-20,2025-10-20,2025-10,Night,Returns,2571,2527,8226,125.9,81,0
2025-10-21,2025-10-20,2025-10,Day,Inbound,3248,3243,10393,116.7,36,0
2025-10-21,2025-10-20,2025-10,Night,Inbound,3662,3645,11720,144.9,33,0
2025-10-21,2025-10-20,2025-10,Day,Pick,5136,5124,16434,143.8,50,0
2025-10-21,2025-10-20,2025-10,Night,Pick,4289,4230,13726,137.6,41,0
2025-10-21,2025-10-20,2025-10,Day,Pack,5374,5346,17196,130.1,37,0
2025-10-21,2025-10-20,2025-10,Night,Pack,4937,4937,15797,115.7,43,0
2025-10-21,2025-10-20,2025-10,Day,Ship,4382,4359,14021,118.1,56,0
2025-10-21,2025-10-20,2025-10,Night,Ship,2772,2753,8872,96.2,19,0
2025-10-21,2025-10-20,2025-10,Day,Returns,2655,2601,8496,109.1,76,0
2025-10-21,2025-10-20,2025-10,Night,Returns,2506,2443,8020,124.3,68,0
2025-10-22,2025-10-20,2025-10,Day,Inbound,4489,4455,14364,138.0,64,0
2025-10-22,2025-10-20,2025-10,Night,Inbound,2126,2090,6802,93.2,26,0
2025-10-22,2025-10-20,2025-10,Day,Pick,6266,6189,20050,162.8,49,0
2025-10-22,2025-10-20,2025-10,Night,Pick,4622,4603,14792,138.2,56,0
2025-10-22,2025-10-20,2025-10,Day,Pack,5509,5495,17628,133.4,53,0
2025-10-22,2025-10-20,2025-10,Night,Pack,4628,4575,14809,113.4,51,0
2025-10-22,2025-10-20,2025-10,Day,Ship,4637,4609,14839,129.0,37,0
2025-10-22,2025-10-20,2025-10,Night,Ship,4306,4240,13780,133.7,37,0
2025-10-22,2025-10-20,2025-10,Day,Returns,1887,1860,6037,91.1,46,0
2025-10-22,2025-10-20,2025-10,Night,Returns,2909,2859,9308,154.1,76,0
2025-10-23,2025-10-20,2025-10,Day,Inbound,5140,5085,16448,163.2,59,0
2025-10-23,2025-10-20,2025-10,Night,Inbound,4558,4502,14587,169.1,58,0
2025-10-23,2025-10-20,2025-10,Day,Pick,7012,6942,22437,163.5,41,0
2025-10-23,2025-10-20,2025-10,Night,Pick,4828,4789,15451,150.9,60,1
2025-10-23,2025-10-20,2025-10,Day,Pack,4579,4560,14654,103.9,48,0
2025-10-23,2025-10-20,2025-10,Night,Pack,6304,6298,20173,147.2,56,0
2025-10-23,2025-10-20,2025-10,Day,Ship,6430,6395,20577,174.3,57,0
2025-10-23,2025-10-20,2025-10,Night,Ship,4971,4911,15906,154.4,64,0
2025-10-23,2025-10-20,2025-10,Day,Returns,3262,3188,10438,167.5,86,0
2025-10-23,2025-10-20,2025-10,Night,Returns,1993,1954,6378,96.5,29,0
2025-10-24,2025-10-20,2025-10,Day,Inbound,3763,3696,12041,137.6,30,0
2025-10-24,2025-10-20,2025-10,Night,Inbound,3602,3559,11527,145.2,40,0
2025-10-24,2025-10-20,2025-10,Day,Pick,6254,6222,20013,160.9,77,0
2025-10-24,2025-10-20,2025-10,Night,Pick,3760,3759,12033,125.3,52,0
2025-10-24,2025-10-20,2025-10,Day,Pack,6337,6282,20278,154.7,27,0
2025-10-24,2025-10-20,2025-10,Night,Pack,4712,4693,15080,125.1,56,0
2025-10-24,2025-10-20,2025-10,Day,Ship,4389,4372,14045,119.0,47,0
2025-10-24,2025-10-20,2025-10,Night,Ship,2985,2968,9553,103.7,21,0
2025-10-24,2025-10-20,2025-10,Day,Returns,2233,2182,7147,91.8,67,0
2025-10-24,2025-10-20,2025-10,Night,Returns,2247,2225,7190,131.8,60,0
2025-10-25,2025-10-20,2025-10,Day,Inbound,2598,2584,8313,90.4,15,0
2025-10-25,2025-10-20,2025-10,Night,Inbound,3357,3314,10743,121.6,35,0
2025-10-25,2025-10-20,2025-10,Day,Pick,3092,3082,9895,81.0,18,0
2025-10-25,2025-10-20,2025-10,Night,Pick,5161,5133,16515,146.5,60,0
2025-10-25,2025-10-20,2025-10,Day,Pack,5543,5533,17739,117.7,53,0
2025-10-25,2025-10-20,2025-10,Night,Pack,3614,3606,11564,94.4,28,0
2025-10-25,2025-10-20,2025-10,Day,Ship,3718,3708,11898,108.4,37,0
2025-10-25,2025-10-20,2025-10,Night,Ship,3474,3448,11118,117.3,19,0
2025-10-25,2025-10-20,2025-10,Day,Returns,3156,3109,10100,148.9,94,0
2025-10-25,2025-10-20,2025-10,Night,Returns,2768,2722,8859,130.3,76,0
2025-10-26,2025-10-20,2025-10,Day,Inbound,3071,3043,9828,112.1,35,0
2025-10-26,2025-10-20,2025-10,Night,Inbound,2290,2262,7328,84.4,19,1
2025-10-26,2025-10-20,2025-10,Day,Pick,3477,3447,11126,94.7,29,0
2025-10-26,2025-10-20,2025-10,Night,Pick,2432,2416,7784,85.0,23,0
2025-10-26,2025-10-20,2025-10,Day,Pack,4868,4867,15577,123.3,47,0
2025-10-26,2025-10-20,2025-10,Night,Pack,4187,4152,13398,113.9,36,0
2025-10-26,2025-10-20,2025-10,Day,Ship,2616,2608,8370,77.1,22,0
2025-10-26,2025-10-20,2025-10,Night,Ship,4609,4588,14748,137.9,56,0
2025-10-26,2025-10-20,2025-10,Day,Returns,2447,2407,7831,111.9,45,0
2025-10-26,2025-10-20,2025-10,Night,Returns,2226,2181,7123,116.6,51,0
2025-10-27,2025-10-27,2025-10,Day,Inbound,3681,3642,11779,120.3,37,0
2025-10-27,2025-10-27,2025-10,Night,Inbound,4341,4293,13892,170.0,62,0
2025-10-27,2025-10-27,2025-10,Day,Pick,6132,6078,19624,176.9,40,0
2025-10-27,2025-10-27,2025-10,Night,Pick,3762,3737,12038,110.2,31,0
2025-10-27,2025-10-27,2025-10,Day,Pack,5748,5739,18394,138.6,61,0
2025-10-27,2025-10-27,2025-10,Night,Pack,6817,6792,21814,174.0,75,0
2025-10-27,2025-10-27,2025-10,Day,Ship,5452,5443,17445,179.1,53,0
2025-10-27,2025-10-27,2025-10,Night,Ship,3776,3763,12084,135.0,32,0
2025-10-27,2025-10-27,2025-10,Day,Returns,2306,2260,7378,101.5,71,0
2025-10-27,2025-10-27,2025-10,Night,Returns,2098,2064,6712,106.6,61,0
2025-10-28,2025-10-27,2025-10,Day,Inbound,2849,2809,9116,99.0,30,0
2025-10-28,2025-10-27,2025-10,Night,Inbound,3708,3673,11866,139.1,37,0
2025-10-28,2025-10-27,2025-10,Day,Pick,6478,6423,20730,164.1,61,0
2025-10-28,2025-10-27,2025-10,Night,Pick,3699,3671,11836,112.0,43,0
2025-10-28,2025-10-27,2025-10,Day,Pack,5454,5437,17452,121.9,48,0
2025-10-28,2025-10-27,2025-10,Night,Pack,6424,6404,20557,169.7,56,0
2025-10-28,2025-10-27,2025-10,Day,Ship,5224,5224,16716,171.6,42,0
2025-10-28,2025-10-27,2025-10,Night,Ship,5442,5413,17415,175.7,56,0
2025-10-28,2025-10-27,2025-10,Day,Returns,1966,1929,6291,92.2,63,0
2025-10-28,2025-10-27,2025-10,Night,Returns,2288,2243,7321,101.4,91,0
2025-10-29,2025-10-27,2025-10,Day,Inbound,5371,5319,17188,173.1,60,0
2025-10-29,2025-10-27,2025-10,Night,Inbound,4543,4493,14538,158.0,50,0
2025-10-29,2025-10-27,2025-10,Day,Pick,4406,4368,14099,114.5,31,0
2025-10-29,2025-10-27,2025-10,Night,Pick,4609,4569,14748,145.1,45,0
2025-10-29,2025-10-27,2025-10,Day,Pack,4541,4499,14531,107.3,45,0
2025-10-29,2025-10-27,2025-10,Night,Pack,4331,4298,13859,98.9,23,0
2025-10-29,2025-10-27,2025-10,Day,Ship,4156,4102,13300,130.1,36,0
2025-10-29,2025-10-27,2025-10,Night,Ship,4972,4927,15909,170.8,50,0
2025-10-29,2025-10-27,2025-10,Day,Returns,3067,3018,9813,138.1,28,0
2025-10-29,2025-10-27,2025-10,Night,Returns,2485,2441,7952,128.1,61,0
2025-10-30,2025-10-27,2025-10,Day,Inbound,4261,4238,13634,158.5,65,0
2025-10-30,2025-10-27,2025-10,Night,Inbound,3868,3868,12377,163.2,40,0
2025-10-30,2025-10-27,2025-10,Day,Pick,5910,5851,18911,156.1,65,0
2025-10-30,2025-10-27,2025-10,Night,Pick,3680,3652,11775,106.1,32,0
2025-10-30,2025-10-27,2025-10,Day,Pack,5664,5610,18125,152.9,54,0
2025-10-30,2025-10-27,2025-10,Night,Pack,4379,4367,14014,113.6,32,0
2025-10-30,2025-10-27,2025-10,Day,Ship,3170,3151,10144,92.4,29,0
2025-10-30,2025-10-27,2025-10,Night,Ship,2580,2560,8255,90.1,18,0
2025-10-30,2025-10-27,2025-10,Day,Returns,2581,2541,8260,118.0,96,0
2025-10-30,2025-10-27,2025-10,Night,Returns,3090,3036,9887,156.7,44,0
2025-10-31,2025-10-27,2025-10,Day,Inbound,4859,4835,15550,164.7,32,0
2025-10-31,2025-10-27,2025-10,Night,Inbound,3752,3726,12007,145.0,35,0
2025-10-31,2025-10-27,2025-10,Day,Pick,4094,4062,13102,113.1,56,0
2025-10-31,2025-10-27,2025-10,Night,Pick,3728,3707,11928,103.7,43,0
2025-10-31,2025-10-27,2025-10,Day,Pack,6444,6434,20622,135.0,55,0
2025-10-31,2025-10-27,2025-10,Night,Pack,3711,3694,11876,96.9,44,0
2025-10-31,2025-10-27,2025-10,Day,Ship,3073,3073,9833,92.5,31,0
2025-10-31,2025-10-27,2025-10,Night,Ship,4501,4460,14404,136.4,21,0
2025-10-31,2025-10-27,2025-10,Day,Returns,3626,3539,11602,155.1,68,0
2025-10-31,2025-10-27,2025-10,Night,Returns,3687,3627,11799,175.4,79,0
2025-11-01,2025-10-27,2025-11,Day,Inbound,2782,2759,8901,93.4,27,0
2025-11-01,2025-10-27,2025-11,Night,Inbound,2234,2207,7148,83.8,23,1
2025-11-01,2025-10-27,2025-11,Day,Pick,5430,5393,17376,143.7,53,0
2025-11-01,2025-10-27,2025-11,Night,Pick,3942,3918,12616,113.6,36,0
2025-11-01,2025-10-27,2025-11,Day,Pack,6285,6266,20113,141.6,39,0
2025-11-01,2025-10-27,2025-11,Night,Pack,5700,5693,18240,133.6,48,0
2025-11-01,2025-10-27,2025-11,Day,Ship,4948,4948,15834,142.4,29,0
2025-11-01,2025-10-27,2025-11,Night,Ship,3740,3717,11968,141.5,38,0
2025-11-01,2025-10-27,2025-11,Day,Returns,2561,2503,8196,126.4,74,0
2025-11-01,2025-10-27,2025-11,Night,Returns,2000,1967,6400,119.1,70,0
2025-11-02,2025-10-27,2025-11,Day,Inbound,3699,3673,11836,143.7,26,0
2025-11-02,2025-10-27,2025-11,Night,Inbound,2955,2949,9455,99.3,41,0
2025-11-02,2025-10-27,2025-11,Day,Pick,4598,4591,14714,122.1,36,0
2025-11-02,2025-10-27,2025-11,Night,Pick,4814,4777,15404,136.5,51,0
2025-11-02,2025-10-27,2025-11,Day,Pack,6558,6487,20985,141.2,38,0
2025-11-02,2025-10-27,2025-11,Night,Pack,3375,3356,10801,86.0,38,0
2025-11-02,2025-10-27,2025-11,Day,Ship,2610,2590,8353,78.3,22,0
2025-11-02,2025-10-27,2025-11,Night,Ship,2676,2653,8563,83.6,17,0
2025-11-02,2025-10-27,2025-11,Day,Returns,3152,3123,10085,141.2,58,0
2025-11-02,2025-10-27,2025-11,Night,Returns,1485,1460,4752,102.4,94,0
2025-11-03,2025-11-03,2025-11,Day,Inbound,3113,3095,9961,91.3,42,0
2025-11-03,2025-11-03,2025-11,Night,Inbound,3009,2986,9630,101.5,27,0
2025-11-03,2025-11-03,2025-11,Day,Pick,6358,6328,20347,157.4,63,0
2025-11-03,2025-11-03,2025-11,Night,Pick,4684,4673,14989,147.3,27,0
2025-11-03,2025-11-03,2025-11,Day,Pack,7367,7365,23573,169.1,35,0
2025-11-03,2025-11-03,2025-11,Night,Pack,6253,6233,20009,163.9,54,0
2025-11-03,2025-11-03,2025-11,Day,Ship,5732,5679,18342,165.9,53,1
2025-11-03,2025-11-03,2025-11,Night,Ship,4630,4558,14817,170.1,54,0
2025-11-03,2025-11-03,2025-11,Day,Returns,2497,2449,7990,118.2,79,0
2025-11-03,2025-11-03,2025-11,Night,Returns,2619,2565,8381,172.5,83,0
2025-11-04,2025-11-03,2025-11,Day,Inbound,3142,3131,10053,105.9,46,0
2025-11-04,2025-11-03,2025-11,Night,Inbound,3324,3275,10638,128.3,31,0
2025-11-04,2025-11-03,2025-11,Day,Pick,4328,4290,13850,124.7,31,0
2025-11-04,2025-11-03,2025-11,Night,Pick,5531,5523,17700,151.4,8,0
2025-11-04,2025-11-03,2025-11,Day,Pack,5421,5393,17347,122.7,50,0
2025-11-04,2025-11-03,2025-11,Night,Pack,5249,5203,16796,132.8,30,0
2025-11-04,2025-11-03,2025-11,Day,Ship,4999,4982,15996,148.4,45,0
2025-11-04,2025-11-03,2025-11,Night,Ship,5249,5182,16797,161.0,43,0
2025-11-04,2025-11-03,2025-11,Day,Returns,3944,3872,12620,167.0,150,0
2025-11-04,2025-11-03,2025-11,Night,Returns,2009,1981,6429,121.3,129,0
2025-11-05,2025-11-03,2025-11,Day,Inbound,4775,4714,15279,160.5,47,0
2025-11-05,2025-11-03,2025-11,Night,Inbound,3014,2968,9646,107.0,49,0
2025-11-05,2025-11-03,2025-11,Day,Pick,6338,6302,20280,171.5,91,0
2025-11-05,2025-11-03,2025-11,Night,Pick,4356,4333,13938,128.8,41,0
2025-11-05,2025-11-03,2025-11,Day,Pack,4428,4412,14168,102.1,28,0
2025-11-05,2025-11-03,2025-11,Night,Pack,6091,6071,19490,157.9,68,0
2025-11-05,2025-11-03,2025-11,Day,Ship,5557,5496,17783,173.3,47,0
2025-11-05,2025-11-03,2025-11,Night,Ship,3568,3545,11418,127.5,25,0
2025-11-05,2025-11-03,2025-11,Day,Returns,2942,2906,9416,139.9,109,0
2025-11-05,2025-11-03,2025-11,Night,Returns,1575,1545,5041,98.0,118,0
2025-11-06,2025-11-03,2025-11,Day,Inbound,2878,2846,9210,93.9,48,0
2025-11-06,2025-11-03,2025-11,Night,Inbound,3808,3779,12186,144.2,26,0
2025-11-06,2025-11-03,2025-11,Day,Pick,4039,3980,12925,130.4,35,0
2025-11-06,2025-11-03,2025-11,Night,Pick,4131,4088,13218,132.5,30,0
2025-11-06,2025-11-03,2025-11,Day,Pack,4438,4438,14201,108.3,27,0
2025-11-06,2025-11-03,2025-11,Night,Pack,4098,4098,13115,105.3,35,0
2025-11-06,2025-11-03,2025-11,Day,Ship,4559,4539,14590,133.0,39,0
2025-11-06,2025-11-03,2025-11,Night,Ship,3099,3095,9917,97.8,15,0
2025-11-06,2025-11-03,2025-11,Day,Returns,2982,2921,9544,137.4,107,0
2025-11-06,2025-11-03,2025-11,Night,Returns,1942,1893,6216,139.6,125,0
2025-11-07,2025-11-03,2025-11,Day,Inbound,3473,3451,11113,114.6,42,0
2025-11-07,2025-11-03,2025-11,Night,Inbound,3078,3061,9849,115.9,23,0
2025-11-07,2025-11-03,2025-11,Day,Pick,4552,4522,14568,117.7,61,0
2025-11-07,2025-11-03,2025-11,Night,Pick,4707,4683,15061,137.6,42,0
2025-11-07,2025-11-03,2025-11,Day,Pack,6765,6745,21649,164.6,37,0
2025-11-07,2025-11-03,2025-11,Night,Pack,6678,6629,21370,178.9,25,0
2025-11-07,2025-11-03,2025-11,Day,Ship,4235,4215,13553,111.6,24,0
2025-11-07,2025-11-03,2025-11,Night,Ship,4658,4584,14906,132.8,30,0
2025-11-07,2025-11-03,2025-11,Day,Returns,3286,3233,10515,132.4,115,0
2025-11-07,2025-11-03,2025-11,Night,Returns,2231,2183,7139,140.5,63,0
2025-11-08,2025-11-03,2025-11,Day,Inbound,3137,3117,10038,108.0,26,0
2025-11-08,2025-11-03,2025-11,Night,Inbound,2527,2507,8086,94.2,34,0
2025-11-08,2025-11-03,2025-11,Day,Pick,5744,5709,18381,136.9,59,0
2025-11-08,2025-11-03,2025-11,Night,Pick,3402,3367,10886,93.5,50,0
2025-11-08,2025-11-03,2025-11,Day,Pack,3335,3329,10671,80.0,25,0
2025-11-08,2025-11-03,2025-11,Night,Pack,5187,5150,16598,136.6,34,0
2025-11-08,2025-11-03,2025-11,Day,Ship,3854,3814,12333,103.0,32,0
2025-11-08,2025-11-03,2025-11,Night,Ship,3337,3309,10679,108.9,29,0
2025-11-08,2025-11-03,2025-11,Day,Returns,2516,2474,8050,105.5,66,0
2025-11-08,2025-11-03,2025-11,Night,Returns,2489,2435,7965,149.4,157,0
2025-11-09,2025-11-03,2025-11,Day,Inbound,4121,4081,13188,149.5,37,0
2025-11-09,2025-11-03,2025-11,Night,Inbound,2839,2823,9086,92.8,42,0
2025-11-09,2025-11-03,2025-11,Day,Pick,4278,4224,13688,117.4,42,0
2025-11-09,2025-11-03,2025-11,Night,Pick,3745,3725,11983,109.3,28,0
2025-11-09,2025-11-03,2025-11,Day,Pack,4953,4916,15850,113.8,47,0
2025-11-09,2025-11-03,2025-11,Night,Pack,5454,5427,17453,130.2,50,0
2025-11-09,2025-11-03,2025-11,Day,Ship,3816,3779,12210,119.3,27,0
2025-11-09,2025-11-03,2025-11,Night,Ship,3968,3935,12697,145.3,28,0
2025-11-09,2025-11-03,2025-11,Day,Returns,1854,1825,5933,78.7,50,0
2025-11-09,2025-11-03,2025-11,Night,Returns,2530,2492,8096,140.6,90,0
2025-11-10,2025-11-10,2025-11,Day,Inbound,5062,5051,16197,169.4,47,0
2025-11-10,2025-11-10,2025-11,Night,Inbound,2342,2323,7494,95.8,35,0
2025-11-10,2025-11-10,2025-11,Day,Pick,6164,6118,19726,176.4,61,0
2025-11-10,2025-11-10,2025-11,Night,Pick,5979,5927,19133,172.0,59,0
2025-11-10,2025-11-10,2025-11,Day,Pack,4379,4356,14013,102.1,55,0
2025-11-10,2025-11-10,2025-11,Night,Pack,3780,3751,12097,107.8,7,0
2025-11-10,2025-11-10,2025-11,Day,Ship,6608,6571,21145,177.3,72,0
2025-11-10,2025-11-10,2025-11,Night,Ship,4764,4754,15245,147.7,45,0
2025-11-10,2025-11-10,2025-11,Day,Returns,2311,2268,7395,105.5,87,0
2025-11-10,2025-11-10,2025-11,Night,Returns,1472,1444,4711,99.5,41,0
2025-11-11,2025-11-10,2025-11,Day,Inbound,3056,3036,9780,104.5,32,0
2025-11-11,2025-11-10,2025-11,Night,Inbound,3034,3017,9709,108.4,55,0
2025-11-11,2025-11-10,2025-11,Day,Pick,4982,4941,15941,132.0,55,0
2025-11-11,2025-11-10,2025-11,Night,Pick,5591,5538,17891,162.2,39,0
2025-11-11,2025-11-10,2025-11,Day,Pack,4922,4881,15750,97.9,44,0
2025-11-11,2025-11-10,2025-11,Night,Pack,4307,4297,13783,110.1,36,0
2025-11-11,2025-11-10,2025-11,Day,Ship,5336,5295,17074,137.0,54,0
2025-11-11,2025-11-10,2025-11,Night,Ship,5312,5277,16998,164.3,70,0
2025-11-11,2025-11-10,2025-11,Day,Returns,2322,2278,7429,118.3,77,0
2025-11-11,2025-11-10,2025-11,Night,Returns,2862,2809,9157,176.3,104,0
2025-11-12,2025-11-10,2025-11,Day,Inbound,3944,3917,12621,141.5,26,0
2025-11-12,2025-11-10,2025-11,Night,Inbound,3657,3609,11701,134.0,24,0
2025-11-12,2025-11-10,2025-11,Day,Pick,5882,5844,18821,142.7,75,0
2025-11-12,2025-11-10,2025-11,Night,Pick,4366,4334,13971,135.9,22,0
2025-11-12,2025-11-10,2025-11,Day,Pack,7107,7096,22742,163.1,53,0
2025-11-12,2025-11-10,2025-11,Night,Pack,5498,5495,17592,154.0,44,0
2025-11-12,2025-11-10,2025-11,Day,Ship,4538,4509,14523,121.4,31,0
2025-11-12,2025-11-10,2025-11,Night,Ship,3367,3363,10774,101.9,30,0
2025-11-12,2025-11-10,2025-11,Day,Returns,2029,2001,6494,95.6,57,0
2025-11-12,2025-11-10,2025-11,Night,Returns,2500,2460,8001,177.2,107,0
2025-11-13,2025-11-10,2025-11,Day,Inbound,4721,4629,15106,179.0,49,0
2025-11-13,2025-11-10,2025-11,Night,Inbound,4342,4330,13895,168.1,54,0
2025-11-13,2025-11-10,2025-11,Day,Pick,6831,6796,21859,170.3,66,0
2025-11-13,2025-11-10,2025-11,Night,Pick,5013,4969,16043,149.7,63,0
2025-11-13,2025-11-10,2025-11,Day,Pack,4889,4858,15646,106.5,35,0
2025-11-13,2025-11-10,2025-11,Night,Pack,6785,6785,21712,163.7,51,0
2025-11-13,2025-11-10,2025-11,Day,Ship,3350,3317,10721,111.0,13,0
2025-11-13,2025-11-10,2025-11,Night,Ship,4974,4924,15916,164.8,60,0
